id|financing|financ_amount|discounts
19685|YES|8.383206391324654|YES
19691|||YES
19693|||YES
19697|||YES
19704|||YES
19705|||YES
19708|||YES
19709|||YES
19719|||YES
19730|||YES
19731|||YES
19734|||YES
19741|||YES
19742|||YES
19749|YES|37.10490279904669|
19756|||YES
19760|||YES
19763|||YES
19766|YES|24.129429110839162|YES
19771|YES|25.250773205748377|
19772|YES|11.409410431722089|
19776|YES|31.54148944898759|YES
19780|YES|37.60422364624947|
19781|YES|15.923773452538107|YES
19782|||YES
19787|||YES
19789|||YES
19791|||YES
19792|YES|5.467330746178996|
19794|||YES
19803|||YES
19806|||YES
19811|||YES
19817|YES|15.122559804995847|
19821|||YES
19822|||YES
19823|YES|17.79951204139447|
19827|||YES
19831|||YES
19847|YES|19.221346510048285|
19850|||YES
19855|||YES
19856|||YES
19861|||YES
19871|YES|12.129988511819954|
19872|||YES
19874|||YES
19875|||YES
19882|||YES
19891|||YES
19893|||YES
19895|YES|7.477139130730783|YES
19897|||YES
19899|||YES
19910|||YES
19914|||YES
19915|YES|32.83364016187648|
19919|||YES
19921|||YES
19922|YES|18.936631658381653|
19928|YES|5.1087836637105335|
19934|||YES
19945|YES|22.804705415832096|
19950|||YES
19951|||YES
19954|||YES
19957|||YES
19960|||YES
19961|YES|22.553255872538408|
19964|||YES
19967|||YES
19969|YES|13.313734026678414|
19976|||YES
19982|YES|21.320916075579238|
19988|||YES
19989|||YES
19990|YES|22.90069540248161|
19991|||YES
19992|||YES
20005|YES|36.444299446839|
20006|YES|19.287675856353516|
20007|YES|24.77170683405224|
20013|||YES
20014|||YES
20034|||YES
20035|YES|22.47813799379376|
20042|||YES
20044|||YES
20045|||YES
20049|||YES
20050|||YES
20056|YES|37.39655999271475|
20061|||YES
20067|||YES
20072|||YES
20075|YES|9.455356477080807|
20077|YES|39.61208673132187|YES
20081|||YES
20082|||YES
20092|||YES
20094|YES|34.01339149119461|
20100|||YES
20101|||YES
20106|YES|27.545925300049714|YES
20111|||YES
20116|||YES
20124|YES|39.28253951098178|
20128|||YES
20130|||YES
20133|||YES
20134|YES|17.661745827545268|
20135|||YES
20136|YES|22.448061881302863|
20154|||YES
20157|YES|38.7072308627671|
20162|||YES
20165|||YES
20168|||YES
20173|||YES
20179|||YES
20181|||YES
20187|||YES
20190|||YES
20193|||YES
20194|YES|26.863196776943283|YES
20200|||YES
20204|||YES
20206|||YES
20208|||YES
20211|YES|9.050721539989075|
20215|||YES
20221|YES|38.90864981553501|
20224|||YES
20229|||YES
20231|YES|16.929613289092355|YES
20243|||YES
20249|||YES
20256|||YES
20257|||YES
20259|||YES
20261|YES|39.23563524501011|
20263|||YES
20264|||YES
20266|||YES
20274|YES|18.636935072310635|
20275|||YES
20277|||YES
20285|YES|27.87149377654716|
20286|||YES
20307|YES|25.98287915248169|YES
20314|||YES
20317|YES|9.811513313027117|YES
20318|||YES
20327|||YES
20338|||YES
20342|||YES
20349|YES|37.526597641595934|
20355|||YES
20356|||YES
20359|YES|28.369081814104433|
20367|||YES
20368|YES|24.96289876270462|
20374|||YES
20375|YES|15.443252911209301|
20376|||YES
20380|||YES
20381|||YES
20383|YES|23.650309437965035|YES
20389|YES|35.12483942344818|
20390|||YES
20405|YES|14.656226580360961|
20407|||YES
20409|YES|21.052370856276337|
20411|||YES
20412|||YES
20415|YES|26.984573015436663|
20417|||YES
20430|YES|11.298767671459682|YES
20436|||YES
20437|||YES
20439|YES|23.67639725378909|
20449|YES|14.802759844796652|
20459|||YES
20462|||YES
20464|||YES
20465|YES|15.835244023222964|
20466|||YES
20478|||YES
20480|||YES
20485|YES|39.1475637414566|YES
20486|YES|38.47868155409041|
20494|||YES
20503|||YES
20504|||YES
20510|||YES
20514|||YES
20515|||YES
20516|||YES
20520|YES|23.328695218181487|
20522|||YES
20526|||YES
20531|||YES
20532|||YES
20535|||YES
20537|||YES
20540|||YES
20542|YES|14.133383354283009|YES
20544|YES|15.405520411000245|
20550|YES|9.981145985011723|
20551|||YES
20562|||YES
20566|YES|11.409284467748892|
20567|||YES
20568|||YES
20577|||YES
20594|||YES
20595|||YES
20609|||YES
20610|||YES
20616|YES|6.5650456689128625|YES
20621|||YES
20628|||YES
20632|||YES
20635|||YES
20641|||YES
20644|YES|29.23046540839933|
20647|YES|16.642198244172196|
20648|||YES
20653|YES|30.635835329811023|
20658|||YES
20662|||YES
20665|||YES
20666|||YES
20676|||YES
20677|||YES
20688|||YES
20713|||YES
20717|||YES
20718|||YES
20719|YES|16.991056000827456|
20721|||YES
20723|YES|18.942873194801162|
20735|||YES
20738|||YES
20741|||YES
20748|YES|24.880956659729424|
20750|YES|20.55361213677168|
20751|||YES
20755|YES|29.89348082084939|YES
20758|||YES
20759|YES|14.419729081558769|
20760|||YES
20764|||YES
20766|YES|17.829747110348748|
20768|YES|15.51980151492518|
20771|||YES
20774|||YES
20778|||YES
20780|||YES
20782|||YES
20786|YES|5.809600927462988|
20790|||YES
20792|||YES
20793|||YES
20799|||YES
20800|||YES
20803|||YES
20809|||YES
20821|YES|20.35108423434048|YES
20827|||YES
20828|||YES
20833|YES|32.777347732600106|
20846|||YES
20848|||YES
20852|||YES
20858|YES|31.53538176886359|
20863|||YES
20868|||YES
20885|||YES
20889|||YES
20890|||YES
20891|||YES
20892|||YES
20895|||YES
20898|||YES
20900|YES|17.334227584979388|YES
20904|||YES
20908|||YES
20909|YES|15.318202497793706|
20914|||YES
20915|||YES
20916|||YES
20937|||YES
20938|YES|35.35777633727829|
20939|YES|23.55096297475863|
20942|||YES
20945|||YES
20948|||YES
20950|||YES
20954|YES|11.158788489482255|YES
20960|||YES
20965|||YES
20968|YES|30.0892709400216|
20973|||YES
20977|||YES
20980|||YES
20986|||YES
20993|YES|21.2215535355612|
20996|||YES
20999|YES|24.313794528382182|
21004|||YES
21014|||YES
21024|||YES
21025|||YES
21030|||YES
21031|||YES
21044|YES|21.72024740799056|
21047|||YES
21048|||YES
21050|||YES
21052|||YES
21053|||YES
21057|YES|20.215092533719183|
21069|||YES
21076|||YES
21088|||YES
21096|||YES
21097|||YES
21099|||YES
21106|YES|10.923587482093463|YES
21113|||YES
21115|YES|16.046916861516973|
21120|||YES
21122|||YES
21126|||YES
21131|||YES
21135|||YES
21145|YES|22.024705987825442|
21149|||YES
21155|YES|25.481913178952883|
21172|||YES
21178|YES|31.53529143603896|YES
21179|||YES
21184|||YES
21193|YES|13.526321408781126|YES
21197|||YES
21208|||YES
21210|||YES
21213|||YES
21227|YES|11.111317810205474|
21229|||YES
21238|||YES
21242|||YES
21243|||YES
21265|||YES
21279|YES|9.581988142920544|
21281|||YES
21286|||YES
21288|YES|12.937234175656698|
21296|||YES
21298|YES|27.72425494754793|
21302|YES|14.49352919280142|
21304|||YES
21305|YES|29.883667033024672|
21309|||YES
21314|||YES
21322|||YES
21325|||YES
21326|||YES
21327|YES|25.455840364139572|
21328|||YES
21332|||YES
21334|||YES
21342|||YES
21348|||YES
21349|||YES
21359|||YES
21361|||YES
21362|||YES
21365|||YES
21374|||YES
21383|||YES
21390|||YES
21391|||YES
21393|||YES
21406|||YES
21407|||YES
21409|||YES
21413|YES|6.058794759651022|
21429|||YES
21433|||YES
21435|||YES
21450|YES|7.698351634608938|
21454|||YES
21456|||YES
21462|||YES
21465|||YES
21473|||YES
21474|YES|37.136521426404435|
21478|||YES
21488|||YES
21490|||YES
21497|YES|8.730558059794618|
21500|YES|18.31790562996018|
21507|YES|25.701963268589306|
21508|||YES
21509|||YES
21526|||YES
21531|||YES
21536|||YES
21538|||YES
21545|||YES
21548|YES|22.311570151761632|YES
21563|||YES
21565|||YES
21571|YES|20.287016269014558|
21573|YES|12.076915659170046|
21575|YES|35.48153467607708|
21577|||YES
21583|||YES
21584|YES|35.385775604132|
21588|||YES
21594|||YES
21606|||YES
21611|YES|6.2633731366140335|
21612|||YES
21615|YES|29.85851520758843|
21618|||YES
21622|YES|8.269613548322686|YES
21629|||YES
21631|YES|29.73677828895532|YES
21634|||YES
21637|YES|7.272911949598361|
21641|||YES
21643|||YES
21645|YES|21.55606697936632|YES
21648|||YES
21652|||YES
21655|||YES
21661|||YES
21663|||YES
21665|||YES
21667|||YES
21668|||YES
21669|YES|21.292613604972704|
21681|||YES
21682|||YES
21687|||YES
21688|YES|7.642489913742442|
21689|YES|35.07844689533409|YES
21690|YES|31.9174102102981|
21693|||YES
21694|||YES
21696|YES|31.63531935305919|YES
21714|||YES
21716|||YES
21718|||YES
21724|||YES
21726|||YES
21737|||YES
21739|||YES
21740|||YES
21746|||YES
21747|||YES
21748|||YES
21751|||YES
21752|YES|25.924877294603352|
21754|||YES
21756|||YES
21766|||YES
21769|||YES
21777|YES|36.00782641571689|
21779|||YES
21789|||YES
21795|||YES
21801|YES|32.409459094866165|
21806|||YES
21808|||YES
21810|||YES
21814|||YES
21817|||YES
21827|||YES
21829|||YES
21836|||YES
21837|||YES
21842|||YES
21850|||YES
21863|||YES
21867|||YES
21870|||YES
21872|||YES
21874|||YES
21880|||YES
21888|||YES
21890|||YES
21892|||YES
21899|||YES
21900|||YES
21904|||YES
21911|||YES
21914|YES|8.75527843250455|
21918|||YES
21920|||YES
21921|||YES
21923|||YES
21931|||YES
21933|||YES
21942|YES|25.38188011591205|
21945|||YES
21951|||YES
21955|YES|39.855372659722335|
21957|YES|19.28230017314453|
21965|||YES
21968|||YES
21974|||YES
21982|||YES
21983|||YES
21987|||YES
21993|||YES
21994|YES|13.662284805547008|
22004|||YES
22007|||YES
22016|YES|37.28837391203283|
22020|||YES
22021|||YES
22024|||YES
22029|||YES
22030|||YES
22031|||YES
22034|YES|29.964187213823138|
22038|||YES
22039|||YES
22040|||YES
22048|||YES
22049|||YES
22052|YES|33.31506953131246|
22054|YES|13.97397536734101|
22057|||YES
22060|||YES
22062|||YES
22063|||YES
22067|||YES
22068|||YES
22070|||YES
22073|||YES
22081|||YES
22085|||YES
22090|||YES
22094|YES|12.328294292759454|
22096|||YES
22101|||YES
22107|||YES
22110|||YES
22113|||YES
22116|||YES
22117|||YES
22119|||YES
22120|||YES
22124|||YES
22129|YES|10.863203584734919|
22137|||YES
22140|||YES
22148|||YES
22149|||YES
22151|YES|22.610622995008626|
22154|||YES
22155|||YES
22158|||YES
22160|||YES
22164|YES|34.33664250534221|
22169|||YES
22182|YES|31.14560933433421|
22186|||YES
22187|||YES
22200|YES|11.933732750989526|
22203|||YES
22207|||YES
22208|||YES
22210|YES|20.307405734199488|
22211|||YES
22219|||YES
22226|||YES
22229|||YES
22249|YES|7.097303657587045|
22250|YES|33.45709708730543|
22251|||YES
22253|||YES
22255|||YES
22257|YES|34.604626913274544|
22259|||YES
22263|||YES
22264|||YES
22266|YES|35.95454153484717|
22268|||YES
22269|YES|28.800409896457072|
22272|||YES
22274|||YES
22276|YES|6.828692500732714|
22283|||YES
22293|||YES
22294|||YES
22305|YES|27.049231377903023|
22313|||YES
22321|||YES
22325|YES|21.22005931783525|
22329|||YES
22333|||YES
22337|YES|33.61677342353372|
22348|||YES
22355|YES|15.568313744266947|YES
22359|YES|14.030223623596251|
22366|||YES
22371|||YES
22374|||YES
22384|||YES
22390|YES|7.412227246615561|
22396|||YES
22397|||YES
22408|YES|33.600233425643914|
22411|YES|9.870540292105686|YES
22412|||YES
22413|YES|21.240517624038286|
22419|YES|5.567655472260163|YES
22430|||YES
22440|||YES
22443|YES|25.292393580536984|YES
22444|YES|18.728355411171368|
22449|||YES
22451|YES|11.067754218406956|
22455|YES|10.455636947728657|
22456|||YES
22457|YES|30.18522971776495|
22458|||YES
22463|||YES
22464|||YES
22467|||YES
22471|||YES
22481|YES|28.93937462870387|
22486|||YES
22501|YES|18.19171492046191|
22505|||YES
22508|||YES
22511|||YES
22512|||YES
22516|||YES
22519|||YES
22521|||YES
22536|||YES
22541|||YES
22543|||YES
22546|YES|15.3735281030672|
22548|YES|23.147807285183806|
22554|||YES
22557|||YES
22559|||YES
22563|||YES
22564|||YES
22576|YES|29.520583935239163|
22585|||YES
22587|||YES
22593|||YES
22594|YES|24.198897756925607|
22598|YES|6.98427451994848|
22605|||YES
22609|||YES
22618|YES|5.6532805943004485|
22625|||YES
22627|YES|12.612939547685098|
22629|||YES
22636|||YES
22638|||YES
22639|||YES
22644|YES|11.810320993048027|
22647|||YES
22650|||YES
22651|YES|18.056711071386143|
22654|||YES
22659|||YES
22663|||YES
22665|||YES
22670|||YES
22675|YES|15.537682055428323|
22677|||YES
22680|||YES
22682|||YES
22683|||YES
22685|YES|5.444988094128768|
22687|||YES
22688|YES|21.703022846200103|
22689|||YES
22698|YES|19.410688754413506|
22699|YES|16.366354102897457|
22703|||YES
22708|||YES
22710|YES|23.12683443619528|
22725|YES|13.209544502613435|YES
22735|||YES
22747|YES|10.956546451063296|
22763|||YES
22791|||YES
22793|||YES
22798|||YES
22804|||YES
22811|||YES
22812|||YES
22817|||YES
22821|||YES
22822|||YES
22831|||YES
22832|||YES
22837|||YES
22841|YES|19.231368701020028|
22856|||YES
22863|||YES
22866|||YES
22868|||YES
22872|||YES
22881|||YES
22884|||YES
22889|||YES
22890|||YES
22892|||YES
22894|YES|36.67956326930437|
22903|||YES
22911|YES|32.680231259915345|
22912|||YES
22921|||YES
22922|||YES
22923|||YES
22924|||YES
22925|||YES
22929|YES|5.072348269581467|
22930|YES|6.4252767552816845|
22933|||YES
22936|||YES
22941|||YES
22946|||YES
22950|YES|14.067022928877945|YES
22956|||YES
22958|YES|6.620085735295918|YES
22966|YES|21.526947640976037|
22967|||YES
22972|||YES
22975|||YES
22985|||YES
22991|||YES
22993|||YES
22995|||YES
23001|||YES
23004|||YES
23007|||YES
23009|YES|7.676916053606442|
23013|||YES
23015|||YES
23020|YES|13.729119130096135|
23022|||YES
23024|||YES
23027|||YES
23029|YES|8.399998940286423|
23033|YES|16.87673634275712|YES
23040|||YES
23041|||YES
23047|YES|6.709723718964405|
23050|YES|18.776052825966577|
23052|YES|31.712482511351585|
23053|||YES
23056|||YES
23058|||YES
23064|||YES
23065|||YES
23067|||YES
23068|YES|37.32016959878101|YES
23073|||YES
23080|YES|25.306826965023536|
23085|||YES
23094|YES|9.604679157548393|YES
23095|||YES
23096|||YES
23100|||YES
23102|YES|5.336328410971157|
23106|YES|19.778031684633483|YES
23108|||YES
23113|||YES
23117|||YES
23120|||YES
23121|||YES
23129|||YES
23131|||YES
23133|YES|37.95389237883649|
23138|YES|13.253603276688535|
23143|YES|31.16268193674868|
23145|YES|34.21120703021532|
23150|||YES
23165|YES|5.483501166720238|
23166|||YES
23174|YES|6.484395225000173|
23175|YES|27.57752445157185|
23178|||YES
23179|YES|18.317917542629605|YES
23183|YES|31.001652142511865|
23192|||YES
23196|||YES
23209|||YES
23210|||YES
23218|||YES
23220|||YES
23225|||YES
23226|YES|14.91534461407284|
23227|YES|7.066967321129417|YES
23243|||YES
23249|YES|18.008654675144815|
23250|||YES
23253|||YES
23255|YES|28.70627845240488|
23256|||YES
23259|||YES
23263|||YES
23264|||YES
23266|YES|23.76661446959622|
23281|||YES
23282|||YES
23287|YES|38.91242577304236|
23303|||YES
23312|||YES
23313|||YES
23314|YES|19.14130392311537|
23316|||YES
23325|||YES
23332|YES|8.266599157889736|
23337|||YES
23343|||YES
23344|YES|20.046497790969354|
23350|||YES
23356|YES|25.217603065349852|
23360|||YES
23363|YES|10.830297775733623|
23369|||YES
23371|||YES
23376|||YES
23383|YES|31.134052239607247|
23389|YES|16.991919020496162|YES
23393|||YES
23394|||YES
23399|YES|18.13006473518628|
23402|||YES
23415|||YES
23420|||YES
23427|YES|18.208910449263414|
23431|||YES
23433|||YES
23440|||YES
23441|||YES
23447|||YES
23448|||YES
23449|||YES
23451|||YES
23453|YES|21.908217737375207|
23457|YES|22.94025011456723|YES
23458|YES|11.42808131466241|
23460|YES|23.21880567920095|
23466|||YES
23467|YES|17.957006801662548|
23472|||YES
23478|YES|38.61981644226477|YES
23479|YES|18.38445714796866|
23487|||YES
23491|||YES
23492|||YES
23493|||YES
23501|||YES
23522|||YES
23525|YES|33.017740574419875|YES
23532|||YES
23542|||YES
23543|||YES
23549|YES|16.260053238956242|
23559|||YES
23560|||YES
23565|||YES
23569|YES|11.399557515859444|YES
23574|||YES
23595|||YES
23606|||YES
23607|||YES
23612|||YES
23614|||YES
23623|YES|13.164974336821908|
23628|||YES
23629|YES|18.142309026012136|
23635|||YES
23637|||YES
23644|||YES
23646|||YES
23653|||YES
23657|||YES
23660|YES|7.221741974683778|
23684|||YES
23688|||YES
23692|||YES
23694|||YES
23695|||YES
23697|||YES
23704|YES|14.875723446781151|
23707|||YES
23717|||YES
23721|||YES
23728|||YES
23729|||YES
23732|YES|38.91570554222978|
23734|||YES
23737|YES|32.049384584038876|
23742|||YES
23744|||YES
23748|||YES
23758|||YES
23761|||YES
23763|YES|20.299989617940575|YES
23766|||YES
23772|||YES
23777|||YES
23780|||YES
23790|||YES
23791|YES|35.242644697854544|
23799|YES|7.200236689349596|
23800|||YES
23802|YES|25.91481677592948|
23803|||YES
23804|||YES
23807|||YES
23808|||YES
23812|||YES
23813|||YES
23814|YES|6.186984151211152|
23819|||YES
23830|YES|19.349950242476414|
23832|||YES
23834|||YES
23837|||YES
23840|||YES
23843|||YES
23846|||YES
23850|||YES
23857|||YES
23859|||YES
23874|||YES
23879|||YES
23880|||YES
23881|YES|39.774736164838686|
23884|||YES
23892|||YES
23893|YES|10.38330509288561|
23900|||YES
23901|YES|11.840165163368466|
23906|||YES
23911|YES|11.666106776932965|
23912|||YES
23913|||YES
23914|||YES
23924|||YES
23928|||YES
23932|||YES
23936|||YES
23939|YES|20.89361793216361|
23942|YES|21.95155452815065|
23944|||YES
23947|||YES
23948|YES|33.582681660985834|
23959|||YES
23962|YES|11.716645015444513|
23968|YES|19.254336197410687|
23976|||YES
23989|||YES
23992|||YES
23995|||YES
24000|||YES
24012|||YES
24014|||YES
24015|||YES
24018|||YES
24019|||YES
24021|YES|10.51547449425607|
24030|||YES
24035|YES|20.711104288422945|
24036|||YES
24037|YES|33.380184752543826|
24046|||YES
24048|||YES
24049|||YES
24055|YES|11.207102597848921|
24056|||YES
24057|||YES
24066|||YES
24070|YES|28.11771427947917|
24071|||YES
24073|||YES
24075|YES|26.98730383667521|
24078|YES|9.472784613267413|
24083|||YES
24087|||YES
24090|||YES
24092|YES|13.009426093110509|
24121|||YES
24125|||YES
24128|||YES
24133|YES|11.248255695461435|
24136|||YES
24140|||YES
24143|||YES
24144|YES|12.011914160023489|
24145|||YES
24148|||YES
24158|||YES
24168|YES|37.168004126469924|YES
24169|||YES
24180|||YES
24182|||YES
24187|||YES
24201|||YES
24203|||YES
24213|||YES
24217|||YES
24218|||YES
24222|YES|9.720533461716348|
24223|||YES
24226|||YES
24234|YES|33.595074888910176|
24237|||YES
24246|||YES
24253|||YES
24256|||YES
24259|||YES
24271|||YES
24278|||YES
24280|YES|29.64406747089968|
24284|||YES
24287|||YES
24292|||YES
24297|||YES
24298|YES|16.181835057090012|
24302|||YES
24304|YES|38.53182277782477|
24306|||YES
24309|||YES
24327|||YES
24330|||YES
24335|YES|29.27197847106128|YES
24344|YES|23.868535582769688|
24346|||YES
24347|||YES
24352|||YES
24353|YES|34.16518226919709|
24355|YES|6.156999524262552|
24356|||YES
24358|||YES
24359|||YES
24365|YES|27.749631444846443|
24369|||YES
24378|||YES
24381|||YES
24382|||YES
24387|||YES
24388|||YES
24389|||YES
24395|YES|29.187644327136326|
24396|||YES
24398|||YES
24400|YES|30.14792919388025|YES
24404|||YES
24413|||YES
24420|||YES
24429|||YES
24443|YES|8.107775621098494|YES
24446|||YES
24447|||YES
24448|||YES
24459|||YES
24463|||YES
24465|||YES
24472|||YES
24473|||YES
24491|YES|10.524268942094329|
24493|||YES
24509|YES|11.243723290018695|
24514|YES|35.976714233356745|
24515|||YES
24521|||YES
24526|||YES
24527|||YES
24529|||YES
24538|||YES
24540|YES|17.101353748514473|
24549|YES|9.169371676319647|
24550|YES|23.907163860056734|YES
24552|||YES
24553|||YES
24555|||YES
24556|||YES
24561|||YES
24563|||YES
24566|||YES
24567|||YES
24568|||YES
24569|||YES
24583|||YES
24586|||YES
24593|||YES
24595|||YES
24604|||YES
24605|||YES
24607|||YES
24613|||YES
24617|||YES
24618|YES|19.040711858396087|
24621|||YES
24622|||YES
24632|||YES
24634|||YES
24641|||YES
24643|||YES
24649|||YES
24650|YES|26.26790870463851|
24651|||YES
24652|YES|31.014823409222945|
24654|||YES
24655|||YES
24660|||YES
24663|||YES
24664|||YES
24672|||YES
24679|||YES
24681|||YES
24684|YES|6.384793205699536|
24689|||YES
24693|||YES
24701|YES|29.74002094665057|
24702|||YES
24706|||YES
24712|||YES
24714|||YES
24723|YES|13.84408241718476|
24730|||YES
24736|||YES
24740|||YES
24753|||YES
24761|YES|29.7315757919352|
24763|||YES
24774|||YES
24775|||YES
24777|||YES
24783|||YES
24789|||YES
24793|||YES
24806|||YES
24819|||YES
24820|YES|10.518289772062293|
24822|||YES
24823|||YES
24824|||YES
24831|||YES
24832|||YES
24849|||YES
24852|||YES
24857|YES|13.527863656035512|
24864|||YES
24866|||YES
24875|YES|5.482952483494557|
24877|YES|22.67893679654933|
24878|YES|22.227069373890387|YES
24879|||YES
24884|||YES
24887|||YES
24888|YES|38.11377638859357|
24891|||YES
24902|YES|31.96217354527621|YES
24904|||YES
24905|||YES
24910|YES|36.457832243370774|
24914|YES|10.055455872186213|
24918|YES|16.1985228523394|
24919|||YES
24925|YES|22.725409184569287|YES
24926|||YES
24928|||YES
24929|||YES
24931|||YES
24935|||YES
24943|YES|24.26798898316578|YES
24946|||YES
24948|||YES
24951|||YES
24953|YES|6.582264266099834|
24954|||YES
24955|||YES
24956|YES|19.97186212659975|
24959|YES|38.5734036184831|
24962|YES|11.869818199891672|
24966|||YES
24971|||YES
24974|||YES
24982|||YES
24989|YES|23.52922804958223|
25000|||YES
25002|||YES
25005|||YES
25006|YES|35.24663555283887|YES
25009|||YES
25014|YES|22.048313942842626|YES
25015|||YES
25017|||YES
25020|YES|19.62508780828209|YES
25021|YES|19.86100060747998|
25025|||YES
25035|YES|33.44651768697652|
25036|||YES
25040|||YES
25046|||YES
25049|YES|11.624673613114714|
25050|||YES
25051|YES|38.351099611628435|YES
25056|||YES
25061|YES|36.55313189876827|
25064|||YES
25066|||YES
25067|||YES
25073|||YES
25078|||YES
25088|||YES
25090|YES|26.441660349250725|
25091|YES|19.991996467190464|
25092|||YES
25102|||YES
25109|||YES
25114|||YES
25128|||YES
25133|||YES
25134|||YES
25141|YES|19.309272249837647|
25144|||YES
25145|||YES
25147|||YES
25149|||YES
25161|YES|26.410326493056324|YES
25164|YES|31.22064809651884|
25169|YES|5.874156328058229|
25171|||YES
25173|YES|16.65101126255685|
25178|||YES
25180|||YES
25181|||YES
25186|||YES
25189|YES|33.74721585575955|
25191|||YES
25192|||YES
25193|||YES
25196|||YES
25209|||YES
25218|||YES
25220|||YES
25227|YES|34.04882616617209|YES
25239|||YES
25241|||YES
25244|||YES
25247|||YES
25250|||YES
25256|||YES
25257|||YES
25260|||YES
25262|||YES
25266|||YES
25267|||YES
25276|||YES
25282|||YES
25283|||YES
25287|||YES
25296|||YES
25297|||YES
25305|||YES
25311|||YES
25321|||YES
25322|YES|26.428079222103136|
25323|YES|11.861145407365155|
25328|||YES
25329|||YES
25331|||YES
25334|||YES
25337|||YES
25344|||YES
25348|||YES
25351|||YES
25354|||YES
25358|YES|24.05351871994505|
25364|YES|38.89150668653488|
25367|||YES
25371|||YES
25374|||YES
25381|||YES
25382|YES|31.75029449102157|
25385|||YES
25392|YES|36.16029606394027|
25395|||YES
25407|||YES
25408|||YES
25412|||YES
25413|||YES
25414|||YES
25415|YES|15.313198463104866|
25431|||YES
25434|||YES
25453|YES|8.148354713607754|
25458|||YES
25466|||YES
25468|||YES
25469|||YES
25470|||YES
25473|||YES
25474|||YES
25476|||YES
25478|||YES
25480|YES|28.047661292811608|YES
25488|YES|8.829952486325649|
25492|||YES
25500|||YES
25508|||YES
25510|||YES
25512|||YES
25517|||YES
25523|||YES
25524|||YES
25526|YES|28.888085443503908|
25533|||YES
25537|||YES
25538|||YES
25540|YES|20.05459468623016|
25542|||YES
25544|||YES
25545|||YES
25558|||YES
25560|||YES
25572|||YES
25574|||YES
25591|||YES
25602|||YES
25604|||YES
25613|YES|22.70816099411201|
25618|||YES
25625|||YES
25626|||YES
25634|YES|28.27256013821044|
25635|||YES
25640|||YES
25641|||YES
25643|||YES
25652|||YES
25653|||YES
25656|||YES
25674|||YES
25675|||YES
25678|||YES
25681|||YES
25683|||YES
25685|||YES
25690|||YES
25692|||YES
25694|||YES
25695|||YES
25706|||YES
25708|||YES
25710|YES|6.0031541808924676|
25711|||YES
25714|YES|37.20392103888465|
25719|||YES
25720|||YES
25723|||YES
25727|||YES
25728|YES|24.831991698666204|
25729|YES|18.53455502662507|
25731|||YES
25734|YES|15.023835661301405|YES
25735|YES|26.01064373805234|
25737|||YES
25744|||YES
25746|||YES
25749|||YES
25753|YES|30.515937276503205|
25757|||YES
25759|||YES
25761|YES|22.105426549475972|YES
25763|||YES
25764|||YES
25770|||YES
25776|||YES
25784|||YES
25791|YES|19.025641363259545|YES
25798|||YES
25799|||YES
25806|||YES
25815|||YES
25816|||YES
25825|YES|17.38583348004189|
25828|YES|17.84352125103056|YES
25833|YES|21.52162899621192|YES
25834|||YES
25837|||YES
25838|YES|33.2153060254687|
25839|||YES
25840|||YES
25846|YES|6.182726917733783|YES
25847|YES|31.626022345047893|
25851|||YES
25852|||YES
25863|YES|31.91816157154448|
25864|||YES
25870|||YES
25873|||YES
25876|||YES
25877|||YES
25881|||YES
25890|||YES
25905|||YES
25908|||YES
25912|||YES
25924|||YES
25927|||YES
25930|||YES
25933|||YES
25940|YES|35.81823523315667|
25944|||YES
25956|||YES
25964|YES|7.098113492475183|
25965|YES|23.292384973097125|
25967|YES|23.460915481720924|
25971|||YES
25975|||YES
25977|||YES
25978|||YES
25979|YES|5.249643254487978|YES
25980|||YES
25984|||YES
25985|||YES
25987|||YES
25988|||YES
25994|||YES
25995|YES|9.820812674659292|YES
25999|||YES
26006|YES|33.29029927280447|
26007|||YES
26012|||YES
26013|||YES
26015|||YES
26019|||YES
26023|||YES
26024|||YES
26025|YES|10.641274799912336|
26026|||YES
26035|||YES
26036|||YES
26038|||YES
26039|||YES
26041|||YES
26048|||YES
26049|||YES
26056|||YES
26058|YES|36.917597238401754|
26059|||YES
26060|||YES
26067|||YES
26070|||YES
26074|||YES
26076|YES|20.104620773909325|
26078|YES|27.42856564987018|
26080|||YES
26086|||YES
26092|||YES
26093|||YES
26096|||YES
26097|||YES
26101|||YES
26104|YES|6.019243491665247|
26106|||YES
26111|YES|24.13267095620716|YES
26114|||YES
26115|YES|12.5756577195029|YES
26116|||YES
26121|||YES
26127|YES|21.594808324101308|
26131|||YES
26134|||YES
26142|YES|7.898161085092938|YES
26155|||YES
26156|||YES
26160|||YES
26164|||YES
26170|||YES
26171|||YES
26172|||YES
26173|||YES
26177|||YES
26178|YES|16.467140007550814|
26179|YES|17.428117767883855|YES
26184|YES|19.506531954998838|
26190|||YES
26195|||YES
26197|YES|27.10762332597571|
26202|YES|33.39719527962545|
26204|||YES
26208|YES|29.340136728500127|
26214|YES|5.481348084921399|
26218|YES|39.08754413700571|
26219|||YES
26220|||YES
26221|||YES
26223|YES|17.97544816336451|
26227|YES|7.168944817731003|
26237|YES|38.0987296850416|
26246|||YES
26247|YES|22.588835492251743|
26254|||YES
26257|YES|23.44164673856451|
26261|||YES
26264|||YES
26267|||YES
26268|||YES
26274|YES|30.138721035039488|YES
26290|||YES
26292|||YES
26295|||YES
26297|YES|37.34823591633271|
26298|||YES
